,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
44818,280.0,11.67,1.67,1.67,0.541528,1.35382,8.33,0.0,1.7,0.0,0.0,0.0006,0.02,0.033,9.990000000000002e-05
44821,201.0,8.0,0.8,1.6,0.349504,0.87376,4.8,0.0,2.4,0.0,0.0,0.00216,0.0432,0.048,0.00011999999999999999
44824,314.0,5.0,5.42,1.65,0.528,1.32,1.65,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44832,201.0,8.0,0.8,1.6,0.39827199999999996,0.9956799999999999,4.8,0.0,1.6,0.0,0.0,0.00029,0.0029,0.048,7.2e-05
44833,268.0,9.6,2.0,1.6,0.341376,0.85344,7.2,0.0,1.6,0.0,0.0,0.00115,0.0019,0.032,0.00018
44840,1046.0,53.57,1.79,7.14,0.580136,1.45034,7.14,0.0,3.6,0.0,0.0,0.00257,0.0,0.14300000000000002,0.0
44844,176.0,4.58,1.04,3.33,0.0508,0.127,4.58,0.62,0.0,0.0,0.006,0.0,0.0005,0.125,6.24e-05
44951,360.0,14.06,1.95,4.69,0.404368,1.01092,0.78,0.78,3.9,0.0,0.0,0.00141,0.0,0.031,0.0
44960,1674.0,80.0,7.5,2.5,0.3048,0.762,47.5,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
44961,1494.0,100.0,0.0,0.0,0.0,0.0,92.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44968,1180.0,58.97,2.56,10.26,0.59944,1.4986,7.69,0.0,2.6,0.0,0.0,0.00277,0.0,0.205,0.0
44996,138.0,6.56,0.0,1.64,0.466344,1.1658600000000001,3.28,0.0,1.6,0.0,0.0,0.00059,0.0039,0.0,4.92e-05
45003,2615.0,18.75,50.0,21.88,0.445008,1.1125200000000002,9.38,9.38,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
45004,2615.0,18.75,50.0,21.88,0.381,0.9525,9.38,9.38,6.2,0.0,0.0,0.00225,0.0,0.0,0.0
45008,699.0,61.11,0.0,19.44,0.042672,0.10668,2.78,0.0,38.9,0.0,0.0,0.0075,0.0,0.111,0.0
