,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
1926,280.0,16.0,0.0,0.5,0.008,0.02,14.0,0.0,0.0,,,,,,
1929,1322.0,4.8,15.2,13.3,0.24,0.6,0.8,6.2,,,,,,,
1933,1632.0,52.0,16.0,9.6,0.344,0.86,14.9,11.5,,,,,,,
1936,473.0,16.8,2.5,6.9,0.16,0.4,4.4,0.6,1.5,,,,,,
1937,669.0,32.5,0.7,5.1,0.004,0.01,1.5,0.1,1.4,,,,,,
1940,381.0,21.21,0.0,0.0,1.1084559999999999,2.77114,21.21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1941,381.0,24.24,0.0,0.0,1.077976,2.6949400000000003,21.21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
1942,406.0,25.0,0.0,0.0,0.7335520000000001,1.83388,16.67,0.0,0.0,,0.0,0.0,0.0,0.0,8.340000000000001e-05
1949,1833.0,56.25,21.88,3.12,0.031495999999999996,0.07874,50.0,18.75,6.2,0.0,0.0,0.00112,0.0,0.0,0.0
1952,1910.0,57.1,22.9,8.57,2.8999999999999997e-05,0.0726,51.4,4.29,2.86,0.0,0.0,0.000857,,0.0629,
1953,1933.0,58.0,22.0,7.5,0.036000000000000004,0.09,51.0,5.1,3.0,,,,,,
1954,1910.0,60.0,20.0,8.57,0.0171,0.0429,51.4,4.29,8.57,,,0.00103,,0.0571,
1958,1393.0,88.0,0.0,0.0,0.002,0.005,88.0,0.0,,,,,,,
1982,967.0,6.6,21.9,0.9,0.24,0.6,4.8,1.6,,,,,,,
1987,113.0,2.0,0.01,0.4,0.004,0.01,2.0,0.01,,,,,,,
2024,2264.0,45.95,40.54,10.81,0.0,0.0,32.43,13.51,8.1,0.0,0.013999999999999999,0.00389,0.0,0.10800000000000001,4.05e-05
2026,1807.0,37.84,29.73,8.11,0.038607999999999996,0.09652000000000001,32.43,10.81,5.4,0.0,0.008,0.00146,0.0,0.135,4.05e-05
2028,310.0,6.1,3.1,3.3,0.052000000000000005,0.13,3.0,1.9,4.2,,,,,,
2033,1594.0,89.6,1.8,1.5,0.02,0.05,86.6,0.9,0.2,,,,,,
2037,1469.0,78.1,1.7,5.8,0.08,0.2,58.9,1.0,0.4,,,,,,
2040,1554.0,77.7,1.3,9.4,0.00400304,0.0100076,1.5,0.2,3.1,,,,,,
2041,1469.0,78.1,1.7,5.8,0.06,0.15,58.9,1.0,0.4,,,,,,
2043,88.0,4.4,0.1,0.7,0.0,0.0,4.0,0.1,0.0,,,,,,
2046,1510.0,23.9,11.5,25.8,0.0,0.0,1.2,6.9,29.5,,,,,,
2049,556.0,9.1,8.4,4.3,0.316,0.79,4.6,2.5,1.7,,,,,,
2059,3088.0,0.4,82.0,0.4,0.012,0.03,0.4,57.0,,,,,,,
2066,1272.0,61.2,2.88,15.1,0.1056,0.264,47.1,0.38,13.3,,,,,,
2070,622.0,16.0,4.4,10.0,0.252,0.63,0.5,2.0,2.2,,,,,,
2075,1013.0,38.6,3.3,11.3,0.36,0.9,1.4,0.9,6.4,,,,,,
2082,435.0,27.08,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0
2085,162.0,8.62,0.0,1.72,0.324,0.81,5.17,0.0,1.72,0.0,0.0,0.0009310000000000001,0.0077599999999999995,0.0345,0.000103
2089,1962.0,68.75,18.75,6.25,0.133096,0.33274000000000004,25.0,9.38,3.1,0.0,0.012,0.00112,0.0,0.062,0.0
2091,439.0,12.6,4.2,3.1,0.24,0.6,3.8,0.8,1.4,,,,,,
2095,628.0,14.7,4.7,8.6,0.26,0.65,0.7,0.6,,,,,,,
2101,347.0,1.5,5.4,5.1,1.4,3.5,1.5,0.8,4.0,,,,,,
2121,34.0,2.0,0.0,0.0,0.00118,2.95,2.0,0.0,0.0,,,,,,
2222,481.0,20.0,0.77,6.92,0.30886399999999997,0.7721600000000001,0.77,0.0,4.6,0.0,0.0,0.0015199999999999999,0.0014,0.031,0.0
2231,699.0,16.6,7.7,7.2,0.23199999999999998,0.5799999999999991,2.7,3.0,1.2,,,,,,
2248,146.0,7.1,0.3,0.5,0.04,0.1,7.1,0.1,,,,,,,
2256,2197.0,50.2,31.8,6.2,0.0496,0.124,48.4,19.6,,,,,,,
2259,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2260,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2261,2674.0,41.67,50.0,5.56,0.084328,0.21081999999999998,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2262,2347.0,51.22,39.02,4.88,0.13614400000000002,0.34036,43.9,24.39,2.4,0.0,0.024,0.00088,0.0,0.146,7.32e-05
2266,2377.0,51.35,40.54,5.41,0.09652000000000001,0.2413,45.95,24.32,2.7,0.0,0.013999999999999999,0.0009699999999999999,0.0,0.162,8.1e-05
2269,2301.0,50.0,37.5,5.0,0.1016,0.254,47.5,25.0,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2270,2301.0,52.5,37.5,5.0,0.1016,0.254,47.5,22.5,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2275,2481.0,14.0,55.0,10.0,0.0048,0.012,7.0,30.0,,,,,,,
2276,2092.0,50.0,34.21,5.26,0.200152,0.50038,42.11,13.16,2.6,0.0,0.026000000000000002,0.00095,0.0,0.105,7.890000000000001e-05
2291,2674.0,41.67,50.0,5.56,0.098552,0.24638000000000002,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2292,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2298,2301.0,52.5,37.5,5.0,0.1016,0.254,47.5,22.5,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2303,2301.0,52.5,37.5,5.0,0.1016,0.254,47.5,22.5,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2304,2360.0,51.28,41.03,5.13,0.09144,0.2286,41.03,25.64,2.6,0.0,0.013000000000000001,0.00185,0.0,0.10300000000000001,7.68e-05
2307,2301.0,52.5,37.5,5.0,0.1016,0.254,47.5,22.5,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2308,2431.0,51.16,39.53,6.98,0.10668,0.2667,46.51,25.58,2.3,0.0,0.023,0.00084,0.0,0.18600000000000003,6.99e-05
2312,2674.0,38.89,52.78,5.56,0.056896,0.14224,36.11,38.89,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,0.0
2321,2531.0,47.37,44.74,5.26,0.06705599999999999,0.16764,44.74,31.58,2.6,0.0,0.013000000000000001,0.00095,0.0,0.105,7.890000000000001e-05
2325,2448.0,48.78,41.46,7.32,0.08636,0.2159,43.9,26.83,2.4,0.0,0.012,0.00088,0.0,0.146,7.32e-05
2326,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2327,2301.0,57.5,32.5,7.5,0.089408,0.22351999999999997,55.0,20.0,2.5,0.0,0.012,0.0009,0.0,0.2,7.5e-05
2330,2674.0,41.67,50.0,5.56,0.070104,0.17526,36.11,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2332,2448.0,48.78,41.46,7.32,0.08636,0.2159,43.9,26.83,2.4,0.0,0.012,0.00088,0.0,0.146,7.32e-05
2337,2197.0,62.5,30.0,5.0,0.4572,1.143,35.0,17.5,5.0,0.0,0.012,0.0009,0.0,0.15,7.5e-05
2352,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2357,2301.0,52.5,35.0,5.0,0.1016,0.254,47.5,22.5,2.5,0.0,0.025,0.0009,0.003,0.15,7.5e-05
2358,2674.0,41.67,50.0,5.56,0.084328,0.21081999999999998,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2359,1992.0,64.29,21.43,4.76,0.254,0.635,54.76,14.29,0.0,0.0,0.036000000000000004,0.00086,0.0,0.14300000000000002,0.00014280000000000003
2363,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2367,2400.0,50.0,40.0,5.0,0.0889,0.222,50.0,25.0,2.5,0.0,0.05,0.0009,0.0,0.2,7.5e-05
2368,2300.0,55.0,32.5,7.5,0.0635,0.159,52.5,20.0,2.5,0.0,0.0125,0.0009,0.0,0.2,0.0
2369,2301.0,50.0,35.0,5.0,0.038607999999999996,0.09652000000000001,47.5,20.0,7.5,0.0,0.025,0.0018,0.0,0.1,0.0
2370,2200.0,55.0,30.0,5.0,0.0635,0.159,50.0,20.0,2.5,0.0,0.025,0.0009,0.0,0.15,0.0
2373,2377.0,52.27,38.64,6.82,0.127,0.3175,47.73,25.0,2.3,0.0,0.023,0.00082,0.0,0.22699999999999998,6.809999999999999e-05
2376,2674.0,41.67,50.0,5.56,0.098552,0.24638000000000002,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2377,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2383,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2388,2674.0,41.67,50.0,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2389,2674.0,38.89,52.78,5.56,0.056896,0.14224,36.11,38.89,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,0.0
2391,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2397,2197.0,62.5,30.0,5.0,0.4572,1.143,35.0,17.5,5.0,0.0,0.012,0.0009,0.0,0.15,7.5e-05
2399,2301.0,57.5,32.5,7.5,0.089408,0.22351999999999997,55.0,20.0,2.5,0.0,0.012,0.0009,0.003,0.2,7.5e-05
2401,2674.0,41.67,50.0,5.56,0.070104,0.17526,36.11,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2404,2092.0,55.0,30.0,5.0,0.1524,0.381,52.5,17.5,2.5,0.0,0.012,0.0027,0.0,0.05,0.0
2405,2674.0,41.67,50.0,5.56,0.070104,0.17526,36.11,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2406,2674.0,41.67,50.0,5.56,0.084328,0.21081999999999998,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2411,2674.0,41.67,50.0,5.56,0.155448,0.38861999999999997,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2415,2674.0,41.67,50.0,5.56,0.155448,0.38861999999999997,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2434,2674.0,41.67,52.78,5.56,0.070104,0.17526,38.89,36.11,2.8,0.0,0.013999999999999999,0.001,0.0,0.111,8.340000000000001e-05
2438,962.0,14.0,19.0,4.0,0.0,0.0,7.0,12.0,,,,,,,
2440,2620.0,25.0,56.2,12.5,0.0318,0.0794,3.12,34.4,15.6,,,,,,
2441,2284.0,47.0,35.0,6.0,0.036000000000000004,0.09,45.0,17.0,,,,,,,
2447,1448.0,32.6,22.0,3.4,0.14,0.35,20.2,13.5,,,,,,,
2448,368.0,16.0,0.0,5.6,0.349504,0.87376,1.6,0.0,6.4,0.0,0.0,0.00144,0.0048,0.032,0.0
2453,2669.0,30.0,53.0,8.4,0.004,0.01,28.0,10.0,,,,,,,
2521,2531.0,47.37,42.11,7.89,0.06705599999999999,0.16764,39.47,13.16,2.6,0.0,0.013000000000000001,0.0018899999999999998,0.0,0.105,0.0
2523,2531.0,47.37,42.11,7.89,20.32,50.8,39.47,13.16,2.6,0.0,0.013000000000000001,0.0018899999999999998,0.0,0.105,0.0
2528,962.0,18.0,27.0,3.0,0.0,0.0,15.0,15.0,,,,,,,
2539,2510.0,47.5,42.5,7.5,0.089408,0.22351999999999997,37.5,20.0,5.0,0.0,0.012,0.0027,0.0,0.1,0.0
2570,2230.0,56.7,30.0,6.67,0.0339,0.0847,56.7,10.0,3.33,0.0,0.0167,0.0024,0.0,0.133,0.0
2572,2260.0,56.8,32.4,5.41,0.0412,0.10300000000000001,56.8,10.8,2.7,0.0,0.0,0.00195,0.0,0.10800000000000001,0.0
2574,2259.0,56.8,32.4,5.41,0.01524,0.0381,56.8,10.8,1.0,0.0,0.0,0.00072,0.0,0.04,0.0
2575,2260.0,56.8,32.4,5.41,4.1200000000000005e-05,0.10300000000000001,56.8,10.8,2.7,0.0,0.0,0.00195,0.0,0.10800000000000001,0.0
2584,2013.0,65.5,20.4,7.9,0.04,0.1,26.4,12.2,2.1,,,,,,
2585,1615.0,1.0,2.0,0.0,0.4,1.0,1.0,1.0,0.0,,,,,,
2586,1791.0,66.7,13.8,6.9,0.56,1.4,0.9,1.1,4.7,,,,,,
2588,690.0,70.8,19.8,5.4,0.032,0.08,31.7,15.7,0.6,,,,,,
2589,2021.0,61.1,22.0,7.2,0.02,0.05,26.8,13.1,,,,,,,
2591,2155.0,50.5,28.7,12.1,0.74,1.85,2.6,18.5,3.3,,,,,,
2612,1749.0,17.0,0.0,7.0,0.08,0.2,1.0,0.0,,,,,,,
2613,1243.0,0.35,28.0,3.5,0.11199999999999999,0.28,0.0,14.0,3.5,,,,,,
2614,460.0,17.0,0.0,8.0,0.96,2.4,0.0,0.0,,,,,,,
2619,1494.0,21.43,10.71,42.86,1.560576,3.90144,14.29,3.57,0.0,0.0,0.107,0.00386,0.0,0.0,0.0001071
2620,1343.0,32.14,7.14,35.71,1.088136,2.72034,25.0,3.57,0.0,0.0,0.08900000000000001,0.00514,0.0,0.0,0.0002142
2625,192.0,10.5,0.5,0.5,0.024,0.06,9.2,0.1,,,,,,,
2628,314.0,13.33,0.0,3.33,0.3048,0.762,10.0,0.0,3.3,0.0,0.0,0.0012,0.015,0.033,0.00015
2639,2439.0,27.1,45.1,10.3,0.004,0.01,24.0,27.3,,,,,,,
2641,1059.0,12.0,17.33,10.67,2.045208,5.11302,0.0,5.33,1.3,,0.04,0.0036,0.0016,0.027000000000000003,3.9899999999999994e-05
2677,1787.0,52.3,19.8,6.7,0.04,0.1,31.0,11.1,6.6,,,,,,
2679,2.5,53.8,1.25,11.8,5.08e-06,0.0127,12.5,0.25,3.25,,,0.0045,,,
2683,2540.0,25.0,46.43,25.0,0.762,1.905,0.0,8.93,7.1,0.0,0.0,0.0,0.0,0.0,0.0
2685,2372.0,20.0,50.0,20.0,0.0,0.0,3.33,3.33,13.3,0.0,0.0,0.0048,0.0,0.267,0.0
2691,2791.0,13.33,66.67,16.67,0.0,0.0,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
2705,2243.0,42.86,39.29,3.57,0.39928800000000003,0.9982200000000001,35.71,3.57,3.6,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
2711,2791.0,13.33,66.67,16.67,0.0,0.0,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
2718,2389.0,25.0,46.43,21.43,0.163576,0.40894,3.57,3.57,10.7,0.0,0.0,0.00386,0.0,0.28600000000000003,0.0
2721,1941.0,46.43,32.14,14.29,0.508,1.27,35.71,1.79,7.1,0.0,0.0,0.00257,0.0043,0.14300000000000002,0.0
2733,2372.0,20.0,50.0,20.0,0.0,0.0,3.33,3.33,13.3,0.0,0.0,0.0048,0.0,0.267,0.0
2738,2372.0,26.67,46.67,20.0,0.0,0.0,6.67,5.0,10.0,0.0,0.0,0.0036,0.004,0.133,9.990000000000002e-05
2739,2372.0,20.0,50.0,20.0,0.0,0.0,3.33,3.33,13.3,0.0,0.0,0.0048,0.0,0.267,0.0
2752,2389.0,21.43,46.43,21.43,0.290576,0.72644,3.57,5.36,7.1,0.0,0.0,0.00514,0.0,0.14300000000000002,0.0
2800,2540.0,21.43,60.71,25.0,0.9438639999999999,2.35966,3.57,7.14,10.7,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
2819,1494.0,52.7,13.0,6.2,0.52,1.3,19.9,8.5,2.4,,,,,,
2845,1377.0,37.65,17.65,3.53,0.250952,0.62738,22.35,8.24,1.2,0.0,0.035,0.00042,0.0014,0.047,0.0001413
2869,1724.0,75.0,8.0,8.7,0.24,0.6,23.0,1.5,2.7,,,0.0065,,0.31,
2875,1364.0,41.1,15.2,4.9,0.16,0.4,21.0,1.4,1.8,,,,,,
2876,1289.0,25.4,5.6,38.8,1.3719999999999999,3.43,21.3,2.3,0.6,,,,,,
2877,1213.0,19.0,43.0,10.0,1.6,4.0,1.0,8.0,3.1,,,,,,
2878,2389.0,42.86,42.86,7.14,0.181864,0.45466000000000006,3.57,3.57,7.1,0.0,0.0,0.00257,0.0,0.0,0.0005358
2927,117.0,7.6,0.0,0.0,0.017272,0.04318,7.6,0.0,0.0,0.0,0.0,,,0.016,
2931,2389.0,17.86,50.0,25.0,0.0,0.0,3.57,7.14,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
2932,259.0,5.7,2.3,4.4,0.18,0.45,3.7,0.3,0.6,,,,,,
2934,1820.0,69.2,15.4,2.56,0.27399999999999997,0.684,51.3,8.97,0.0,0.0,0.0,0.0,0.0,0.0513,0.0
2937,1940.0,75.6,17.1,2.44,0.235,0.589,58.5,17.1,0.0,0.0,0.0,0.000878,0.0,0.146,0.0
2946,1460.0,87.5,0.0,2.5,0.305,0.762,62.5,0.0,,,0.0,0.0009,,,
2952,1636.0,86.0,5.2,0.0,0.04,0.1,66.0,2.6,,,,,,,
2954,1820.0,69.2,15.4,2.56,0.182,0.456,51.3,8.97,0.0,0.0,0.0,0.0,0.0,0.0513,0.0
2955,1824.0,74.36,15.38,2.56,0.260096,0.6502399999999999,53.85,8.97,0.0,0.0,0.0,0.0,0.0,0.051,0.0
2963,1929.0,48.0,5.8,13.0,0.24,0.6,40.0,4.8,,,,,,,
2976,443.0,15.9,4.12,2.94,0.0448,0.11199999999999999,14.1,2.06,0.0,0.0,0.0118,0.0,0.0,0.11800000000000001,5.2900000000000005e-05
2983,2280.0,55.9,32.4,6.8,0.08,0.2,54.1,19.8,,,,,,,
2986,2092.0,63.3,26.6,6.66,0.16,0.4,30.0,13.3,,,,,,,
2998,711.0,,,5.4,0.292,0.73,0.2,3.2,5.7,,,,,,
3003,1770.0,40.8,16.5,22.0,1.27,3.18,2.4,1.6,11.8,,,,,,
3035,2042.0,67.0,21.0,6.0,0.048,0.12,48.0,16.0,3.5,,,,,,
3044,79.0,2.2,0.5,1.2,0.04,0.1,1.8,0.1,1.9,,,,,,
3055,1490.0,82.22,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3064,1050.0,50.0,1.79,7.14,0.00049,1.22,7.14,0.0,3.57,0.0,0.0,0.00257,0.0,0.14300000000000002,0.0
3065,1021.0,48.89,2.22,11.11,0.541528,1.35382,6.67,0.0,6.7,0.0,0.0,0.006,0.0,0.33299999999999996,0.0
3067,1167.0,53.49,3.49,9.3,0.520192,1.3004799999999999,6.98,0.0,2.3,0.0,0.0,0.00251,0.0,0.14,0.0
3072,1117.0,51.11,3.33,11.11,0.587248,1.46812,6.67,1.11,6.7,0.0,0.0,0.0024,0.0,0.08900000000000001,0.0
3073,1120.0,51.1,2.22,8.89,0.000587,1.47,2.22,1.11,2.22,0.0,0.0,,,,
3075,1167.0,51.16,2.33,9.3,0.47243999999999997,1.1811,6.98,0.0,2.3,0.0,0.0,0.00335,0.0,0.09300000000000001,0.0
3076,1180.0,53.85,3.85,7.69,0.494792,1.23698,7.69,0.0,2.6,0.0,0.0,0.00277,0.0,0.10300000000000001,0.0
3080,1167.0,53.49,3.49,9.3,0.49580799999999997,1.2395200000000002,6.98,0.0,2.3,0.0,0.0,0.00251,0.0,0.09300000000000001,0.0
3101,1134.0,30.59,14.12,4.71,0.083312,0.20828000000000002,25.88,9.41,0.0,0.0,0.047,0.0,0.0014,0.11800000000000001,0.0001413
3117,523.0,3.57,4.46,17.86,0.9255760000000001,2.31394,1.79,0.89,0.0,0.0,0.045,0.00064,0.0021,0.0,0.0
3130,1812.0,83.33,8.33,3.33,0.439928,1.09982,46.67,1.67,3.3,0.0,0.0,0.0024,0.0,0.0,0.0
3134,1243.0,58.11,5.41,8.11,0.261112,0.65278,10.81,0.68,1.4,0.0,0.0,0.00365,0.0,0.203,0.0
3161,1213.0,19.35,22.58,0.0,0.72136,1.8034,16.13,3.23,0.0,0.0,0.016,0.0,0.0,0.0,0.0007257
3172,2163.0,65.52,24.14,6.9,0.263144,0.65786,0.0,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0
3180,1046.0,28.57,13.1,3.57,0.090424,0.22605999999999998,22.62,7.14,1.2,0.0,0.065,0.00043,0.0014,0.11900000000000001,0.00014280000000000003
3184,293.0,12.5,1.56,2.34,0.43688,1.0922,7.81,0.0,2.3,0.0,0.0,0.00084,0.0019,0.031,0.0001758
3203,2351.0,25.0,46.88,21.88,0.476504,1.19126,12.5,7.81,6.2,0.0,0.0,0.00225,0.0,0.062,0.0
3204,2351.0,28.12,46.88,21.88,0.476504,1.19126,12.5,7.81,6.2,0.0,0.0,0.00225,0.0,0.062,0.0
3206,2259.0,3.0,48.0,24.0,0.0,0.0,3.0,6.0,9.4,0.0,0.0,0.00225,0.0,0.062,0.0
3229,1188.0,41.89,10.81,4.05,0.20624800000000001,0.51562,21.62,6.76,1.4,0.0,0.027000000000000003,0.00146,0.0,0.081,8.1e-05
3232,2021.0,65.52,24.14,6.9,0.490728,1.22682,3.45,3.45,6.9,0.0,0.0,0.00248,0.0,0.0,0.0
3265,2351.0,25.0,46.88,21.88,0.476504,1.19126,12.5,7.81,6.2,0.0,0.0,0.00225,0.0,0.062,0.0
3267,2485.0,21.88,50.0,25.0,0.397256,0.9931399999999999,3.12,6.25,9.4,0.0,0.0,0.00225,0.0,0.062,0.0
3270,2987.0,7.14,78.57,0.0,0.5445760000000001,1.36144,0.0,10.71,0.0,0.0,0.071,0.0,0.0,0.0,0.0
3274,791.0,43.24,0.0,0.0,0.769112,1.92278,37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1e-05
3275,791.0,43.24,0.0,0.0,0.769112,1.92278,37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1e-05
3293,2987.0,0.0,78.57,0.0,0.689864,1.7246599999999999,0.0,10.71,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0
3294,2987.0,0.0,78.57,0.0,0.689864,1.7246599999999999,0.0,10.71,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0
3304,1170.0,51.2,2.33,9.3,0.00047300000000000006,1.18,6.98,0.0,2.33,0.0,0.0,0.00335,0.0,0.09300000000000001,0.0
3310,1343.0,61.54,3.85,10.26,0.573024,1.43256,8.97,0.64,1.3,0.0,0.0,0.00346,0.0,0.128,0.0
3320,2791.0,11.11,66.67,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0
3329,1084.0,32.94,12.94,4.71,0.14935199999999998,0.37338000000000005,25.88,8.24,0.0,0.0,0.047,0.0,0.0014,0.11800000000000001,0.00010590000000000001
3355,1197.0,46.03,9.52,4.76,0.225552,0.56388,22.22,5.56,1.6,0.0,0.024,0.0,0.0,0.095,4.77e-05
3363,515.0,30.19,0.0,0.0,0.0,0.0,29.25,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0
3367,891.0,24.47,11.7,3.19,0.053848,0.13462000000000002,19.15,7.45,0.0,0.0,0.048,0.0,0.0013,0.106,0.0001278
3384,121.0,4.71,0.0,3.53,0.029463999999999997,0.07366,0.0,0.0,3.5,0.0,0.0,0.00085,0.0918,0.047,0.0008823
3393,1255.0,80.0,0.0,2.5,0.0,0.0,60.0,0.0,5.0,0.0,0.0,0.0018,0.003,0.05,0.0
3398,2648.0,20.0,50.0,23.33,0.0,0.0,3.33,3.33,10.0,0.0,0.0,0.0036,0.0,,0.0
3401,2791.0,13.33,66.67,16.67,0.0,0.0,3.33,6.67,6.7,0.0,0.0,0.0024,0.0,0.067,0.0
3404,2389.0,28.57,50.0,17.86,0.43586400000000003,1.08966,3.57,8.93,3.6,0.0,0.0,0.00643,0.0,0.071,0.0
3411,192.0,11.25,0.0,0.0,0.01524,0.0381,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,1172.0,56.0,4.0,8.0,0.6096,1.524,8.0,0.0,0.0,0.0,0.0,0.00288,0.0,0.16,0.0
3417,778.0,44.19,1.16,9.3,0.49580799999999997,1.2395200000000002,4.65,0.0,9.3,0.0,0.0,0.0016699999999999998,0.0,0.698,0.0
3418,109.0,55.0,2.6,7.8,0.188,0.47,7.8,0.01,,,,,,,
3421,295.0,8.82,0.22,9.7,0.0,0.0,4.41,0.0,3.97,,,,,,
3427,669.0,18.0,6.8,6.8,0.36576,0.9144,2.4,4.0,0.8,0.0,0.018000000000000002,0.00072,0.0005,0.12,5.9999999999999995e-05
3444,1745.0,36.67,29.17,5.0,0.2794,0.6985,24.17,15.83,1.7,0.0,0.057999999999999996,0.0012,0.0,0.067,9.990000000000002e-05
3462,427.0,8.57,6.94,1.63,0.332232,0.8305799999999999,1.22,3.67,0.8,0.2,0.016,0.00044,0.0,0.033,1.23e-05
3493,2163.0,65.52,24.14,6.9,0.263144,0.65786,0.0,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0
3505,2389.0,57.14,32.14,7.14,0.580136,1.45034,3.57,5.36,3.6,0.0,0.0,0.0012900000000000001,0.0,0.14300000000000002,0.0
3522,1732.0,62.07,24.14,6.9,1.296416,3.2410400000000004,0.0,3.45,13.8,0.0,0.0,0.00124,0.0,0.0,0.0
3558,816.0,2.65,14.16,14.16,0.24282399999999998,0.60706,0.88,2.21,0.0,0.0,0.062,0.0009599999999999999,0.0011,0.0,2.64e-05
3559,477.0,13.16,7.02,1.75,0.14224,0.3556,10.53,1.32,1.8,0.0,0.009000000000000001,0.00032,0.0263,0.035,0.0001974
3571,686.0,20.0,7.86,2.86,0.23266399999999998,0.5816600000000001,4.29,0.71,1.4,0.0,0.0,0.0007700000000000001,0.0107,0.013999999999999999,4.29e-05
3583,1640.0,47.5,20.0,4.17,0.2794,0.6985,19.17,6.67,1.7,0.0,0.083,0.0012,0.0,0.05,7.5e-05
3592,2092.0,63.33,23.33,6.67,0.8128,2.032,3.33,3.33,6.7,0.0,0.0,0.0012,0.0,0.133,9.990000000000002e-05
3593,2230.0,56.67,30.0,6.67,0.677672,1.69418,3.33,5.0,3.3,0.0,0.0,0.0024,0.0,0.067,0.0
3594,2092.0,63.33,23.33,6.67,0.8128,2.032,3.33,3.33,6.7,0.0,0.0,0.0012,0.0,0.133,9.990000000000002e-05
3595,2230.0,56.67,30.0,6.67,0.677672,1.69418,3.33,5.0,3.3,0.0,0.0,0.0024,0.0,0.067,0.0
